Date,Loc,TempLow,TempHigh,Evaporation,Sun,WindDir,WindSpeed,DayWindDir,NightWindDir,WindSpeed9am,WindSpeed3pm,DayHumidity,NightHumidity,Pressure9am,Pressure3pm,DayCloud,NightCloud,Temp9am,Temp3pm,Label,RISK_MM
2008/12/3,MountGambier,,24.08,-3.2,9.38,,63,ENE,S,16,,59.73603587,95.52129862,,,1.6,,18.66,17.34,0,2.4
,Brisbane,7.55,30.8,6,9.14,WNW,,WSW,W,35,26,52.27450013,,1022.624,1015.312,0.8,0.1,26.07,,0,
2013/3/27,Ballarat,10.55,28.64,5.389920928,8.094581609,ESE,20,SSW,SW,47,-2,,114.3084563,1002.912,1001.056,7.2,,18.01,20.28,0,1.1
2015/3/27,Perth,19.25,29.96,,6.26,WNW,17,SW,WSW,-6,11,,,1020.272,,6.4,,28.41,20,0,
2010/5/23,Albany,19.25,,13.6,,,45.38314977,,,,,69.91058864,49.58229689,1011.536,1004.4,0.8,0.1,32.31,28.26,0,
,,7.85,26,0.4,2.5,WSW,,N,W,3,26,57.68476024,,1028.112,1019.976,6.4,6.7,18.79,,0,7.3
,Watsonia,,25.4,-1.2,10.5,SW,,WSW,SSE,21,,54.67944217,110.0717769,1024.304,1017.864,5.6,0.1,,19.72,0,0.8
,,14.15,30.32,5.389920928,8.094581609,SSE,33,SE,SSE,46,55,51.03752625,63.52035176,1027.104,,4.133812722,3.705932297,25.81,22.94,0,
2012/5/12,,,,-0.4,8.094581609,NE,99,NE,NNE,,15,62.13014729,97.87170383,1023.408,1014.608,5.6,7.8,13.98,16.36,0,
2013/3/9,Hobart,15.95,31.04,,4.42,S,50,NW,NW,,4,64.15606674,96.13398842,1019.712,1011.176,,3.705932297,,26.16,0,5.9
2014/6/4,PerthAirport,8.45,30.92,0.4,7.78,SSE,,SE,SSE,-8,52,40.70582975,92.94348154,1025.984,,2.4,,23.86,,0,4
2014/9/12,Adelaide,20.45,40.04,5.389920928,,WSW,27,WNW,,,0,36.65367217,,1017.92,1012.76,4.133812722,,,,0,4
2010/3/27,Ballarat,-0.25,18.92,5.389920928,8.094581609,W,63,,W,22,,,113.9871948,1009.968,1008.272,,,11.64,11.32,0,4.4
2012/6/28,,,34.76,4.4,9.46,SW,,SE,,28,,60.34030869,102.3637805,1013.44,1008.888,4,0.1,27.5,28.96,0,
2010/9/29,Darwin,25.55,45.08,12.4,9.14,ENE,93,ESE,WNW,,53,70.11684965,66.19251665,1015.568,1008.272,5.6,,,40.3,1,6.5
2013/1/4,Hobart,,,-4.8,4.18,NW,87,NW,WSW,10,51,58.85924667,97.73699995,1011.216,,,3.705932297,,12.72,0,2.7
2010/1/28,Hobart,16.7,29.24,12.8,,,23.38314977,NW,SSW,53,66,43.24109764,71.42764254,1011.424,1011.44,6.4,,22.3,21.12,0,0.2
2014/10/1,,-5.8,15.32,,,NW,59,W,W,,-1,72.00020226,104.5425027,1020.198382,,4.133812722,3.705932297,6.7,6.7,0,6.4
,Perth,15.65,30.56,-0.4,7.46,S,48,,,32,6,62.83834136,,1026.992,1019.184,2.4,4.5,27.89,25.88,0,
2009/1/19,Witchcliffe,4.25,28.88,5.389920928,,,77,ESE,SSE,28,45,65.07829789,82.14218254,1030.688,,4.133812722,3.705932297,22.82,22.94,0,0.2
2014/11/29,Woomera,5.45,23.72,-0.4,7.06,SSE,67,S,SSE,16,4,63.02354401,110.5246031,1033.488,,3.2,6.7,,18.32,0,2.7
2009/12/21,Brisbane,25.25,42.8,4.8,11.54,,70,,E,,1,53.27851312,74.00061793,,1005.368,3.2,0.1,,39.04,0,0.2
2011/5/18,Mildura,-0.4,26.12,6,11.06,SSE,26,SE,S,,50,29.86537181,106.1397185,1031.808,1023.232,,-1,13.98,,0,1.5
2010/8/5,Cairns,25.55,35.84,0,5.62,ESE,71,S,,18,41,75.77136584,88.89693752,1017.92,1011.352,6.4,5.6,32.96,32.74,1,1.1
2009/1/5,Woomera,14,32.96,9.2,10.26,,28,S,SSW,10,31,30.52411302,91.45367057,1019.824,1013.2,2.4,,23.34,27.98,0,2
2014/7/2,,22.85,37.16,5.389920928,8.094581609,,81,,S,12,50,29.46222031,103.628525,1017.36,1013.64,1.6,0.1,28.67,32.18,0,2.5
2016/2/11,Sale,5.15,30.44,-0.8,,E,35,SSW,E,14,,50.53406676,,1027.104,,2.4,0.1,17.23,25.88,0,0.6
2010/8/6,,6.35,27.08,,8.094581609,WNW,46,NW,W,8,2,69.16524787,,1024.416,1018.04,4.133812722,3.705932297,21.91,22.1,0,0.9
2016/11/16,,21.65,39.08,0.4,,NNW,17,,N,37,20,62.3482983,78.79352132,1020.048,1011.792,4.8,6.7,,32.74,0,2.5
2011/1/30,Sydney,24.05,36.68,12,11.94,,,W,E,,17,65.74086784,88.85549609,1013.776,1007.392,3.2,1.2,34,,0,1.1
2014/2/10,Bendigo,13.7,37.28,5.6,8.094581609,NW,17,,SE,36,,41.0531599,82.87433369,1016.688,1009.24,1.6,1.2,26.98,31.76,0,
2016/9/10,,8.75,25.28,5.389920928,8.094581609,WSW,-1,,WSW,14,13,65.35905905,117.8150237,1025.984,1019.272,4.133812722,3.705932297,19.18,19.44,1,2
2014/9/6,Albury,13.85,38,5.389920928,,ESE,,E,SSW,8,27,59.10454135,100.4614494,1021.84,1014.432,4.133812722,3.705932297,28.28,34.42,0,4
2016/9/24,Newcastle,14.9,,5.389920928,8.094581609,,53.38314977,SE,SE,-6,15,64.23445505,47.80277862,1020.198382,1013.610038,0.8,0.1,30.36,27,0,2.3
2014/10/10,Darwin,35.9,43.04,8,10.66,WNW,,WNW,W,,,,,1011.872,,,2.3,41.54,39.74,0,
,Mildura,18.8,47.12,,,ENE,46,,,-2,55,,90.44982206,1020.72,1014.08,0.8,,36.6,,0,0.8
2010/12/2,,10.85,,,3.06,WNW,25,S,SSE,13,28,109.8590082,85.08505457,1017.696,1009.68,,7.8,,15.52,1,6.4
2015/1/26,Mildura,,23,,1.7,NNE,88,NNE,,63,53,104.2431371,50.64524387,1016.24,,7.2,,,15.8,0,
2016/9/21,Canberra,1.55,25.64,,3.22,NE,58,E,ENE,44,28,79.12647816,67.8857518,1033.376,1024.024,6.4,,,16.64,0,5.6
2009/8/25,,5.75,30.68,,,S,47,SW,NE,6,10,40.08129284,83.67172748,1026.88,1017.424,0.8,0.1,22.04,24.48,0,3.5
2010/4/15,Ballarat,,14.96,5.389920928,,NW,,N,WNW,,58,86.42201294,108.758027,,1025.168,7.2,7.8,8.13,7.68,0,4.4
2012/11/12,Nuriootpa,5.75,32.96,10,12.02,ENE,33,ENE,N,,,,98.23531132,1029.568,,2.4,3.4,18.66,28.12,0,1.8
2011/7/18,Williamtown,8.6,26.6,5.389920928,8.094581609,,38,WNW,SW,,34,74.998572,,1028.224,1021.384,,3.705932297,,21.4,0,3
2013/7/8,Penrith,5.3,32.36,,8.094581609,SW,15,N,S,22,19,38.44271844,99.08354755,1020.198382,,4.133812722,3.705932297,,27.56,0,1
2009/8/14,GoldCoast,29.3,40.28,5.389920928,8.094581609,NNE,29,NNE,E,,23,78.2956583,,,1005.104,4.133812722,3.705932297,38.94,34.7,0,1
2016/1/18,SydneyAirport,10.4,28.76,0.8,8.58,WNW,23,,N,33,47,45.60043241,95.99293577,1022.288,1015.312,,4.5,22.3,24.2,1,3.4
,Albury,15.35,49.28,5.389920928,8.094581609,W,92,SE,WNW,,,7.872335899,78.52695578,1012.208,1005.896,,,32.83,47.02,0,2.6
2010/8/21,Wollongong,8.9,22.64,5.389920928,8.094581609,S,75,,S,56,63,66.39988121,,1029.456,1023.76,7.2,,19.7,16.78,0,7.6
,Ballarat,2.9,,,,S,58,,S,,58,101.9667703,93.75378358,1035.056,1025.872,6.4,,,12.3,0,3.3
2009/4/30,Melbourne,22.7,44,16.8,,N,82,,E,37,55,28.35470999,72.55325949,1022.624,1014.432,0.8,0.1,,42.26,0,
2011/6/27,Williamtown,15.8,44.12,6.8,7.7,SW,82,,S,42,36,59.14742532,73.09482455,1018.144,,1.6,6.7,32.57,,0,11.7
,Moree,30.2,49.88,14.8,,NNE,55,,NW,52,,29.13251224,89.76263793,,,1.6,,38.16,46.6,0,3.1
2014/4/10,Nhil,3.05,32.36,,8.094581609,E,,,NE,,-6,35.42197066,115.7186574,1022.848,1014.168,,3.705932297,,27.7,0,2.1
2017/4/24,MountGambier,,31.64,4,12.34,SSE,71,SE,S,13,,,76.97572472,,,,,24.38,26.72,0,0.3
2016/2/5,,19.85,,-2.8,2.26,WSW,63,SSE,,59,,101.9742063,73.9865386,,1014.52,6.4,6.7,25.81,19.3,0,
,Sale,-3.4,22.28,-4.8,5.38,WNW,37,NW,WNW,43,52,46.92835047,83.55883072,,,1.6,2.3,17.23,15.66,0,1.2
,,1.1,21.92,-1.2,5.86,,48,,,14,53,,129.235749,1035.84,1026.664,6.4,3.705932297,15.28,,0,2.3
,Katherine,30.35,48.32,13.2,8.094581609,SE,34,,SE,,47,47.04692957,107.6525325,1013.216,1006.512,2.4,,42.06,45.2,0,1.6
,Ballarat,3.05,19.52,,8.094581609,WSW,,,,42,5,77.11588306,,,1021.296,7.2,,13.59,12.3,1,3.1
2016/12/14,PerthAirport,,18.56,-2.4,2.42,WNW,52,NNE,SW,,,106.5729498,81.19380485,,1004.136,6.4,6.7,,8.94,0,0.2
2015/5/21,Adelaide,30.5,,,,W,23,SE,WSW,20,,27.30215641,81.51783394,,1007.04,,3.705932297,36.47,45.48,0,10.2
2016/5/31,,13.4,30.56,1.2,8.9,W,54,W,ENE,7,12,,90.28196268,1025.76,1016.192,4.133812722,,,26.44,0,3.1
,MountGinini,6.65,27.32,5.389920928,,,51,,NW,,5,77.48011593,78.27725881,1020.198382,,,3.705932297,20.35,,0,1.3
2012/11/3,,26.75,37.04,3.6,5.78,SSE,28,SSE,SSE,11,16,,77.72687255,1020.048,1013.992,4.8,6.7,34.13,31.62,0,3.1
2014/6/20,Richmond,3.8,21.32,-2.6,,,81,NW,SW,14,47,,,,1012.32,7.2,5.6,12.42,14.4,1,
2010/4/9,,31.4,44.48,9.6,,,51,SE,,41,,42.28729535,77.70893141,1014.672,,4.8,,38.55,,0,0
2014/5/28,Moree,,27.68,,,SW,85,SW,,16,20,,77.70407537,,1016.192,0.8,-1,20.48,22.66,0,1.1
,WaggaWagga,7.25,29.36,2.8,4.98,,,ESE,ENE,12,49,49.72710804,86.83414724,1025.648,1017.248,6.4,6.7,20.87,23.08,0,2.4
2013/11/15,Sydney,23.75,34.16,9.6,7.3,SE,,S,SE,47,48,63.39289023,77.87601411,1013.216,1009.504,6.4,5.6,,29.24,0,2.6
,Williamtown,26.15,50.84,7.6,9.38,SSW,90,N,,20,74,29.97108466,100.3659467,1013.104,1008.8,4.8,4.5,39.85,48.14,0,1.5
2010/11/14,,,33.44,4.4,10.18,,47.38314977,WNW,,,33,,72.70049783,1023.408,1013.816,5.6,0.1,27.5,24.2,0,2.3
2016/6/13,Watsonia,8,18.44,,1.7,SSW,47,SW,SSW,17,-2,78.05761582,110.4980447,1028.784,1019.976,6.4,,15.28,11.88,1,4
,Cobar,-0.4,23.12,-2.4,8.094581609,ESE,40,ESE,SE,42,32,37.27017648,98.64943769,1032.592,,1.6,0.1,15.41,16.64,0,
2017/4/28,Portland,4.55,21.92,-2,8.1,W,45,,WNW,55,67,,105.6177648,1023.744,1016.72,2.4,2.3,16.32,15.94,0,2
2017/1/24,Tuggeranong,-7.9,21.92,5.389920928,8.094581609,N,,,N,-7,19,59.14703054,,,,4.133812722,,4.36,15.94,0,2.4
2013/8/4,Williamtown,6.8,37.04,,8.094581609,NW,,N,,35,31,96.15572206,23.54192641,1009.408,1005.544,,6.7,30.75,18.74,0,
2012/4/21,,9.5,31.76,7.6,12.1,,80,SSE,SW,,55,55.02138347,76.66984745,1021.168,1015.048,1.6,-1,23.73,25.32,0,0.5
2014/12/6,Bendigo,-1.6,,5.389920928,8.094581609,N,10,SE,N,8,15,62.21671494,114.2039382,1037.296,,1.6,0.1,13.72,16.64,0,
,Adelaide,16.4,,17.2,12.34,W,40,SSE,SE,53,45,,96.58808507,1020.272,1013.112,4.133812722,3.705932297,28.8,34.84,0,2.8
2015/3/17,,14.9,41.6,5.389920928,8.094581609,NE,58,NE,NNE,16,27,24.04115883,90.9405857,,1013.610038,,3.705932297,30.49,39.46,0,0.8
2016/2/14,Perth,,,,6.66,SSW,66,NNE,,22,53,59.98776007,98.22749647,1021.84,1015.752,6.4,6.7,22.43,20.84,0,3.6
2009/1/25,,19.55,,12.4,12.26,,54,ESE,SSW,51,,42.77773423,74.54950712,1020.496,1012.672,0.8,0.1,32.31,36.66,0,2.9
2016/1/5,Wollongong,19.85,32.48,5.389920928,8.094581609,NE,78,W,NE,35,1,67.12346246,92.07185809,1021.168,1012.144,4.133812722,3.705932297,28.41,28.26,0,1.8
2012/3/9,Katherine,19.1,41.72,,8.094581609,,,SE,E,50,46,62.67743624,81.37620425,1016.912,1009.504,,4.5,32.44,37.5,0,0.2
2010/5/12,Witchcliffe,5.6,26.6,,8.094581609,SSE,,SE,SSE,,,,66.36219585,1032.816,1023.408,4.133812722,,22.04,,0,
2013/3/20,BadgerysCreek,17.45,51.56,5.389920928,8.094581609,ENE,,NE,ENE,,47,29.70912873,111.9665148,,1006.6,4.133812722,,33.48,49.68,0,1.8
2010/9/12,,25.25,44.24,14.4,12.18,NE,47,ENE,ESE,,35,,87.26555476,,1011.44,1.6,2.3,,39.6,0,3.3
2012/1/4,,,40.52,5.389920928,8.094581609,NNE,39,SE,N,30,-1,46.73501774,105.0331914,1017.472,1009.504,7.2,,26.2,34.42,0,0.1
2016/12/13,PerthAirport,19.25,,,,E,,ENE,SW,66,39,,74.67783268,1011.424,1006.16,1.6,6.7,38.55,,0,2.6
2014/10/17,Tuggeranong,-6.85,,,8.094581609,NNW,17,,NNW,-2,1,35.95086885,80.12589923,1022.624,1013.464,4.133812722,3.705932297,15.93,21.26,0,0.5
,,15.2,43.88,5.389920928,8.094581609,SE,46,NE,,,46,19.41047324,84.86625485,1020.198382,,4.133812722,,,,0,2.5
2011/9/17,Richmond,17.6,37.88,4.4,8.094581609,ENE,12,SE,E,23,35,55.0156588,,1025.2,1017.248,4.133812722,3.705932297,27.89,,0,3.8
2017/3/21,Watsonia,8,28.52,5.2,8.42,,,SW,SSW,50,,52.67131142,91.42294785,1023.632,1017.776,6.4,,20.09,22.66,0,
2010/10/31,Melbourne,,,10,11.54,SW,75,NNE,,44,26,70.57751847,95.03699343,1009.296,,2.4,5.6,27.11,29.66,0,0.7
2013/7/29,,5,17.84,,2.02,N,48,N,N,15,,78.48289678,75.85695582,1021.728,1011.88,6.4,6.7,14.24,11.18,0,3
,,,,5.389920928,8.094581609,WSW,30,ENE,SW,15,6,32.64037283,91.14074002,1015.792,1009.24,4.133812722,0.1,29.58,,0,0.9
,Darwin,32.45,44.96,8.4,8.82,ESE,49,W,WNW,19,11,,90.27244478,1012.096,1007.128,6.4,5.6,42.19,41.98,0,8.4
2013/11/8,BadgerysCreek,19.7,37.16,,8.094581609,E,,SW,ENE,38,43,,83.3459543,1019.936,1013.816,4.133812722,3.705932297,30.88,33.02,0,0.9
2013/11/6,Newcastle,8.3,,5.389920928,8.094581609,,35.38314977,,,26,58.43587904,,106.0845729,1020.198382,1013.610038,4,3.705932297,20.61,26.51988214,0,4.4
2016/10/15,Mildura,1.85,32.36,-1.8,8.74,NNW,51,NNE,NNW,18,57,33.75695905,118.5682424,1029.456,1018.744,0.8,0.1,17.23,28.12,0,1.4
2016/9/6,Melbourne,,36.68,4.8,11.78,N,76,N,NNE,53,41,26.25406436,,,,4.133812722,3.705932297,25.16,,0,8.3
,MelbourneAirport,19.25,30.2,9.6,,SW,47,SW,SSE,17,43,53.45641886,,1019.824,1016.808,,0.1,26.07,22.52,0,0.1
2014/1/6,GoldCoast,,29.72,5.389920928,8.094581609,,,SW,ENE,45,,63.04025541,75.34510543,1030.016,,4.133812722,3.705932297,,22.8,0,2.8
,GoldCoast,8.75,26.48,,,,69.38314977,WNW,,19,43,41.25113249,,1020.72,1014.168,4.133812722,3.705932297,,,0,3.5
,Darwin,32.75,42.92,3.2,6.26,WSW,19,WNW,NW,46,,83.30455834,77.3115077,1006.384,1002.64,6.4,7.8,40.89,,0,63.3
2011/5/20,,14.3,,6.8,8.98,ENE,,,NE,5,42,68.37390066,80.65544593,,1012.76,1.6,,30.23,28.4,0,2.7
,Woomera,,,4.4,8.58,NNW,69,NNW,NNW,49,27,,107.8743343,1025.536,,1.6,,22.3,29.1,0,2.1
,Perth,-1.15,26.36,-4.4,,ENE,55,,E,38,40,62.70284418,126.2110792,,1021.56,,2.3,13.85,20.84,0,2.5
2013/12/8,Hobart,,23,-4.4,5.14,,59,N,N,14,34,,97.37671385,1030.464,1018.04,4.8,6.7,,15.94,0,1.5
2014/5/3,Uluru,30.65,51.2,5.389920928,8.094581609,,39,,E,-1,56,,,,1005.28,4.133812722,3.705932297,44.27,48.56,0,3.5
2015/8/3,,0.65,27.56,-2.4,8.98,SSW,,,,,4,54.78855464,111.4631002,1026.32,1019.448,,1.2,16.19,21.82,0,
2012/5/27,Sale,,,-0.8,,WSW,49,W,,46,18,86.85159553,75.40804109,1013.664,,4.8,,11.12,8.38,1,2.6
2015/8/8,Sydney,8.3,,6.4,10.02,,45.38314977,W,E,47,39,47.23978927,68.08819371,,1023.144,,0.1,18.53,19.3,0,
2010/4/20,Walpole,10.55,26.6,5.389920928,8.094581609,NW,30,NNW,WNW,,30,,90.44699123,1015.792,1013.2,,3.705932297,22.04,18.04,0,2.8
,CoffsHarbour,8.15,30.32,,8.094581609,,78.38314977,,,47.73379964,25.43587904,68.48410444,63.43447774,1020.198382,1013.610038,4.133812722,,27.63,,0,1.1
2015/12/1,Watsonia,8.45,25.4,2,10.18,N,,N,N,,15,62.65317937,,,1002.288,1.6,2.3,,19.16,0,
2011/5/9,PerthAirport,,27.56,-3.6,9.22,ENE,17,ENE,ENE,0,2,40.04035599,89.28028106,1034.272,,0.8,-1,17.49,22.66,0,
2016/6/24,Richmond,6.2,,4.2,8.094581609,W,74,NNE,,20,57,,84.25405451,,1006.424,,,24.64,24.76,0,0.7
2013/11/1,Ballarat,2.15,15.44,5.389920928,8.094581609,,81,SW,SW,21,63,75.04856748,,,1011.88,7.2,,10.34,7.68,1,7.5
,,18.65,48.44,21.6,7.38,N,74,,NNW,45,30,9.836978215,61.19556698,1005.712,1000.176,5.6,6.7,40.24,,0,12.9
2014/3/2,Walpole,5.6,24.32,5.389920928,8.094581609,ENE,,ENE,S,16,6,77.3858188,,1043.568,1030.184,4.133812722,3.705932297,17.88,17.76,0,1.8
2015/1/18,,12.5,24.2,5.389920928,8.094581609,ESE,29,SSW,NNE,0,12,88.12729713,88.27369384,1041.328,1028.16,7.2,,,17.34,0,
2014/10/22,Nuriootpa,,33.68,5.2,10.42,,,E,E,25,32,41.77932174,99.22631417,1025.872,1017.336,0.8,0.1,22.3,27.7,0,3.6
2016/6/1,Hobart,16.55,37.64,,11.22,ESE,,NW,ESE,,16,19.51537067,69.95621004,,1012.584,1.6,1.2,31.14,32.6,0,
,Hobart,3.8,,-3.6,2.82,WNW,72,NNW,,,29,55.15567808,85.02858179,1019.152,1011.44,,3.705932297,,16.64,0,2.6
2011/11/26,BadgerysCreek,,25.4,5.389920928,8.094581609,W,92,NW,W,29,,30.10989184,79.3211338,1008.4,,4.133812722,3.705932297,23.86,17.2,0,3.8
2012/8/17,Launceston,11.9,23.84,5.389920928,8.094581609,WNW,,NNW,,,64,50.79730167,113.2887744,1020.198382,1013.610038,7.2,1.2,21.26,16.92,0,1.8
2012/1/15,Moree,29.75,,14,10.34,NW,,N,N,58,13,27.26999527,91.22393495,1012.768,1006.512,1.6,0.1,37.51,45.9,0,2.6
2011/2/6,,,36.2,5.389920928,,,63.38314977,NE,,49,34.43587904,54.38125055,78.62764315,,1013.610038,4.8,3.705932297,34.78,,0,
2014/7/1,MountGambier,13.85,32.24,4.8,,SSE,,SSE,SSE,,41,61.3095668,79.70278632,1027.104,1019.624,,2.3,,25.18,0,2.1
2009/2/10,Ballarat,9.8,29,5.389920928,8.094581609,SW,19,SW,,54,29,,131.4471936,,1016.72,7.2,6.7,20.22,23.78,0,2.3
,Cairns,28.85,43.4,6.4,,ESE,66,,,13,,,,1015.344,1009.944,4.8,0.1,41.54,39.04,0,0.5
2010/10/2,Penrith,,33.68,,8.094581609,S,57,NE,W,,23,84.59664989,110.1321604,,1013.610038,4.133812722,,26.98,30.22,0,30.2
2010/2/1,Hobart,5.6,,-2,,WNW,114,NNW,NW,56,20,87.67056971,,1003.696,987.384,6.4,7.8,19.96,,0,8.7
2015/3/7,Richmond,13.4,32.72,10.8,,E,64,,ESE,-4,,67.48922436,125.4989634,,,4.133812722,3.705932297,23.34,28.4,0,1.3
2017/1/16,BadgerysCreek,14.45,35.48,,8.094581609,WNW,,WNW,NW,9,,,65.40204185,1008.624,1004.928,,,30.62,31.48,0,4
2010/7/20,AliceSprings,32.45,44.36,20.8,7.78,WSW,89,WSW,SW,52,37,44.39709685,88.49552991,1003.92,,6.4,6.7,37.77,42.12,0,2.6
2016/10/15,GoldCoast,17.6,37.76,,,NNE,,W,NNE,51,27,42.43458359,33.9942149,1014.672,1006.864,,3.705932297,36.47,29.24,0,2.8
,Townsville,17.15,,,9.3,,13,,NE,-6,31,,96.076648,1022.176,1014.52,5.6,1.2,,32.32,0,0.9
2014/9/4,Townsville,25.7,38.48,6,,NE,45,SE,ENE,,60,56.89316624,73.66089475,,1011.88,4,1.2,36.99,34.98,0,4
,CoffsHarbour,7.7,,,,,71,WSW,SSE,34,6,61.23685326,71.26884382,1022.4,1015.136,1.6,,21,,0,2.6
2015/4/27,Wollongong,,,5.389920928,8.094581609,,24,NW,,,11,34.1843215,77.43854116,1032.928,1022.44,4.133812722,3.705932297,28.02,30.08,0,0.7
2011/3/18,Launceston,2.75,,,8.094581609,NNW,28,NNW,NNW,49,49,,,1011.424,1009.152,4.133812722,,17.62,14.68,0,2.5
2010/4/12,Cairns,13.1,35.48,6,10.42,,18,S,ESE,32,44,48.27568616,,1020.944,1014.168,1.6,3.705932297,30.23,,0,1.4
2013/6/4,,,24.44,5.389920928,8.094581609,W,87,,WNW,26,21,86.76525747,108.2270728,,1008.536,4.133812722,3.705932297,,,1,5.3
2010/5/14,Cairns,,38.36,8,6.74,ESE,78,SSE,ESE,27,62,64.60784262,78.23759017,1021.616,1013.64,6.4,,36.08,,0,3.8
2009/4/19,Mildura,14.75,27.2,3.6,5.94,W,66,,SSW,10,,62.56242039,103.431336,1020.272,,,5.6,,,0,0.6
2013/7/21,Albury,-2.05,22.16,5.389920928,8.094581609,N,,,NW,,,58.12773708,114.645244,1026.88,,4.133812722,5.6,12.68,15.52,0,
2010/11/17,Mildura,-6.25,19.28,-3.6,8.5,WNW,38,,NNW,-3,8,55.02878719,,1030.912,1021.912,1.6,4.5,8,13,0,4
2017/6/7,Melbourne,7.55,,-4.8,6.58,,42,SSW,S,24,20,63.02313536,95.63287337,,1024.376,3.2,5.6,14.76,12.72,0,0.3
2016/3/30,Adelaide,11.6,35.96,,,SSE,,NNW,WSW,31,12,40.37679941,64.2416186,1029.344,1019.36,4.133812722,3.705932297,25.94,29.52,0,1.2
2015/12/25,Townsville,14.15,35.84,2.4,10.1,ENE,20,,ENE,34,31,,116.8399696,1020.272,1012.496,1.6,,29.32,30.5,0,2.6
2012/11/25,Sydney,17.15,30.44,-2,3.14,SSE,54,,,,,62.10583228,86.20433653,1022.176,,7.2,5.6,,,0,3.4
2013/9/13,Adelaide,9.35,29.48,-3.2,8.094581609,NW,45,,WNW,26,-2,44.14571845,110.030961,,1016.72,4.133812722,3.705932297,,25.04,0,5.2
2012/10/16,MountGambier,,27.92,0.8,6.5,W,,NW,W,45,35,55.43510043,,1018.144,1012.144,6.4,4.5,19.83,22.52,0,3.8
2014/5/30,SalmonGums,4.7,,,8.094581609,ENE,27,NE,,,23,31.105295,100.8388711,1020.198382,1013.610038,,3.705932297,,,0,0.2
2013/12/21,Sale,,20.96,,5.06,,30,NW,,26,,79.76025157,,1017.36,,6.4,5.6,8,,0,5.2
2016/2/9,Dartmoor,24.5,37.76,14.8,2.26,,,N,,19,,82.4326766,64.79373287,1015.344,1012.848,4.133812722,3.705932297,,,0,10
2015/12/1,MountGinini,-8.5,9.56,5.389920928,8.094581609,,,SW,WSW,21,13,84.54061139,93.41960905,1020.198382,1013.610038,4.133812722,3.705932297,4.75,-1.28,0,1.7
2012/1/10,,11.15,,5.389920928,8.094581609,WNW,,W,W,48,21,22.73998468,76.89026623,1016.352,1010.912,4.133812722,,20.87,25.04,0,3.3
,Perth,24.2,,13.2,,NE,66,,SSE,23,,34.52779392,,1017.248,1009.68,5.6,2.3,35.56,45.34,0,2.1
2016/6/14,Nuriootpa,-9.25,18.56,-4.8,8.82,,30,NE,SW,,45,41.25361032,112.3682744,,1028.424,0.8,-1,8.78,,0,4.1
2014/10/23,NorahHead,23.6,,,8.094581609,,103,SSW,SSW,25,,104.3376284,65.26686683,1017.808,,4.133812722,,30.75,22.66,0,4.9
,Darwin,31.55,44,,10.9,,62,E,ENE,33,,53.60399789,99.28944605,1014.672,1008.976,1.6,0.1,40.37,,0,
2009/6/18,Sale,15.05,32.6,5.389920928,8.094581609,,64.38314977,NNE,,2,,99.4995585,33.83264342,1018.256,1012.32,7.2,7.8,31.4,20.14,0,5.4
2014/1/24,Hobart,15.65,33.2,0.6,11.3,ESE,24,NNW,,46,37,,50.91167933,1007.952,,1.6,2.3,26.33,24.06,0,0.4
2012/3/21,NorahHead,28.7,37.88,5.389920928,8.094581609,NE,79,E,E,,12,90.83036296,61.10529232,1014.672,1011.792,,3.705932297,35.56,29.38,0,5.4
2015/6/6,Katherine,34.7,49.4,10.8,,NE,45,NNW,SE,,17,41.36854725,,1012.656,1005.192,5.6,3.4,40.24,,0,3.9
2009/7/18,Richmond,22.55,50.24,17.2,8.094581609,S,27,NW,SE,28,-1,36.67939349,101.9454027,1012.656,1006.16,4.133812722,3.705932297,37.64,48.14,0,1
2009/4/6,Wollongong,24.05,28.4,5.389920928,,SSW,66,S,SSE,,59,66.87102579,77.6626922,1011.984,1011.528,4.133812722,3.705932297,28.54,23.64,0,
,CoffsHarbour,16.55,35,2,9.94,NE,17,,NNE,36,10,66.71096969,67.84543619,,1016.368,0.8,-1,32.05,30.22,0,
2009/8/13,Cobar,9.8,19.4,-0.4,8.094581609,WSW,33,SW,WSW,20,6,,132.0378215,1018.592,,7.2,,17.23,,1,0.9
2015/2/20,NorahHead,,30.68,5.389920928,8.094581609,N,,WNW,,41,11,54.34235932,62.08301582,,1017.248,4.133812722,3.705932297,24.38,20.7,0,2.7
2009/9/4,MountGambier,-5.5,21.8,-5.2,8.9,N,53,,N,31,33,63.7577672,128.4540699,1025.76,1018.04,1.6,0.1,8.65,,0,2
,Woomera,29.75,54.8,5.389920928,,SSE,85,ESE,SSE,36,45,9.896644471,71.62527493,1018.928,,4.133812722,,39.85,52.2,0,2.4
2009/10/23,Woomera,,42.68,23.6,10.42,SSE,42,,SSW,9,19,,113.7837247,1022.848,,,-1,27.89,38.2,0,
2016/4/7,Katherine,20.45,42.2,4.8,8.094581609,ESE,58,,ENE,36,-4,,,1016.688,1010.12,3.2,0.1,,39.74,0,2
,Portland,4.25,24.68,5.389920928,8.094581609,W,30,NNW,WSW,23,2,57.85637773,98.59536542,,1017.512,7.2,6.7,17.88,18.32,0,1.2
,Perth,20.15,34.52,9.6,11.7,,53,,SW,,11,54.39123002,80.02447427,1017.024,1011.44,4.8,0.1,31.92,30.92,0,4
